Gene stable ID,Transcript stable ID,Gene type,Gene name,miRBase accession,miRBase ID
ENSG00000266426,ENST00000585233,miRNA,MIR4719,MI0017354,hsa-mir-4719
ENSG00000265650,ENST00000578233,miRNA,AC012627.1,,
ENSG00000264748,ENST00000584598,miRNA,AC025470.1,,
ENSG00000263363,ENST00000582265,miRNA,MIR5702,MI0019309,hsa-mir-5702
ENSG00000266192,ENST00000582890,miRNA,MIR1260B,MI0014197,hsa-mir-1260b
ENSG00000266712,ENST00000584629,miRNA,hsa-mir-3149,MI0014176,hsa-mir-3149
ENSG00000221608,ENST00000408681,miRNA,AC079235.1,,
ENSG00000222334,ENST00000410402,miRNA,AC105242.1,,
ENSG00000221195,ENST00000408268,miRNA,AC008780.1,,
ENSG00000266864,ENST00000582810,miRNA,AC116606.1,,
ENSG00000221087,ENST00000408160,miRNA,AC096546.1,,
ENSG00000263985,ENST00000583230,miRNA,AC116407.1,,
ENSG00000251738,ENST00000515929,miRNA,AC073215.1,,
ENSG00000266382,ENST00000582757,miRNA,MIR5703,MI0019310,hsa-mir-5703
ENSG00000207782,ENST00000385048,miRNA,MIR150,MI0000479,hsa-mir-150
ENSG00000216073,ENST00000401254,miRNA,AP003730.1,,
ENSG00000264969,ENST00000577494,miRNA,AC009941.1,,
ENSG00000264413,ENST00000581740,miRNA,AC011495.1,,
ENSG00000263767,ENST00000578720,miRNA,AC083906.1,,
ENSG00000222532,ENST00000410600,miRNA,MIR1468,MI0003782,hsa-mir-1468
ENSG00000266616,ENST00000580165,miRNA,AP003558.1,,
ENSG00000207928,ENST00000385193,miRNA,MIR632,MI0003647,hsa-mir-632
ENSG00000221236,ENST00000408309,miRNA,AL137190.1,,
ENSG00000265208,ENST00000577356,miRNA,AC015600.1,,
ENSG00000265954,ENST00000578197,miRNA,MIR4749,MI0017388,hsa-mir-4749
ENSG00000222316,ENST00000410384,miRNA,AC008581.1,,
ENSG00000212070,ENST00000390781,miRNA,AC112219.1,,
ENSG00000263885,ENST00000581751,miRNA,MIR3920,MI0016427,hsa-mir-3920
ENSG00000221736,ENST00000408809,miRNA,AC003681.1,,
ENSG00000265699,ENST00000583456,miRNA,MIR548AE2,MI0016780,hsa-mir-548ae-2
ENSG00000265588,ENST00000579723,miRNA,MIR5708,MI0019316,hsa-mir-5708
ENSG00000221479,ENST00000408552,miRNA,MIR1251,MI0006386,hsa-mir-1251
ENSG00000264694,ENST00000580426,miRNA,AC092122.1,,
ENSG00000207586,ENST00000384854,miRNA,MIR135A2,MI0000453,hsa-mir-135a-2
ENSG00000263462,ENST00000584564,miRNA,MIR4750,MI0017389,hsa-mir-4750
ENSG00000266492,ENST00000581060,miRNA,AC092122.2,,
ENSG00000265438,ENST00000578027,miRNA,MIR4751,MI0017390,hsa-mir-4751
ENSG00000265092,ENST00000582855,miRNA,MIR4484,MI0016845,hsa-mir-4484
ENSG00000215972,ENST00000401153,miRNA,AL360176.1,,
ENSG00000202601,ENST00000365731,miRNA,MIR582,MI0003589,hsa-mir-582
ENSG00000221467,ENST00000408540,miRNA,AC132803.1,,
ENSG00000222085,ENST00000410153,miRNA,AC024568.1,,
ENSG00000207578,ENST00000384846,miRNA,MIR583,MI0003590,hsa-mir-583
ENSG00000221556,ENST00000408629,miRNA,AC103794.1,,
ENSG00000266493,ENST00000580555,miRNA,AC116533.3,,
ENSG00000264378,ENST00000583154,miRNA,AC116533.2,,
ENSG00000221322,ENST00000408395,miRNA,AC116533.1,,
ENSG00000264798,ENST00000581684,miRNA,AC105381.1,,
ENSG00000221123,ENST00000408196,miRNA,AC104417.1,,
ENSG00000265247,ENST00000584349,miRNA,MIR4472-1,MI0016823,hsa-mir-4472-1
ENSG00000238518,ENST00000459177,miRNA,AC020900.1,,
ENSG00000266008,ENST00000579236,miRNA,AC092364.4,,
ENSG00000264129,ENST00000580431,miRNA,AC020900.2,,
ENSG00000265084,ENST00000579465,miRNA,AC092364.2,,
ENSG00000221506,ENST00000408579,miRNA,AC092038.1,,
ENSG00000265645,ENST00000581880,miRNA,AC092038.2,,
ENSG00000238672,ENST00000458993,miRNA,AC020626.1,,
ENSG00000221653,ENST00000408726,miRNA,AC007131.3,,
ENSG00000265012,ENST00000580797,miRNA,AC024896.1,,
ENSG00000264398,ENST00000580460,miRNA,AL031601.1,,
ENSG00000252455,ENST00000516646,miRNA,AC007179.2,,
ENSG00000263422,ENST00000581326,miRNA,AC005702.1,,
ENSG00000266701,ENST00000583144,miRNA,AC005702.4,,
ENSG00000265638,ENST00000582298,miRNA,AC005702.3,,
ENSG00000263820,ENST00000577558,miRNA,AC005702.2,,
ENSG00000265028,ENST00000580344,miRNA,MIR4792,MI0017439,hsa-mir-4792
ENSG00000264049,ENST00000583979,miRNA,MIR4737,MI0017374,hsa-mir-4737
ENSG00000264661,ENST00000580767,miRNA,MIR3200,MI0014249,hsa-mir-3200
ENSG00000263987,ENST00000577643,miRNA,MIR5698,MI0019305,hsa-mir-5698
ENSG00000216131,ENST00000401312,miRNA,AC025284.1,,
ENSG00000215938,ENST00000401119,miRNA,MIR190B,MI0005545,hsa-mir-190b
ENSG00000252817,ENST00000517008,miRNA,AL590431.1,,
ENSG00000221226,ENST00000408299,miRNA,AC092724.1,,
ENSG00000264231,ENST00000583630,miRNA,AC026241.1,,
ENSG00000265875,ENST00000578667,miRNA,AC011357.1,,
ENSG00000221505,ENST00000408578,miRNA,AL030997.1,,
ENSG00000264349,ENST00000580920,miRNA,MIR4258,MI0015857,hsa-mir-4258
ENSG00000207714,ENST00000384981,miRNA,MIR584,MI0003591,hsa-mir-584
ENSG00000221330,ENST00000408403,miRNA,AC009159.1,,
ENSG00000271748,ENST00000607575,miRNA,MIR92B,MI0003560,hsa-mir-92b
ENSG00000221530,ENST00000408603,miRNA,AC005037.2,,
ENSG00000266849,ENST00000578837,miRNA,AC083906.2,,
ENSG00000264003,ENST00000579825,miRNA,CR759763.1,,
ENSG00000263909,ENST00000577717,miRNA,MIR5000,MI0017866,hsa-mir-5000
ENSG00000265861,ENST00000577562,miRNA,MIR4495,MI0016857,hsa-mir-4495
ENSG00000263890,ENST00000581299,miRNA,MIR4303,MI0015834,hsa-mir-4303
ENSG00000266871,ENST00000578184,miRNA,hsa-mir-877,MI0005561,hsa-mir-877
ENSG00000265446,ENST00000578355,miRNA,CR759778.2,,
ENSG00000221204,ENST00000408277,miRNA,AC106795.1,,
ENSG00000216032,ENST00000401213,miRNA,AL445258.1,,
ENSG00000265290,ENST00000583491,miRNA,CR759778.1,,
ENSG00000252219,ENST00000516410,miRNA,hsa-mir-892c,MI0022560,hsa-mir-892c
ENSG00000216075,ENST00000401256,miRNA,MIR890,MI0005533,hsa-mir-890
ENSG00000266078,ENST00000581823,miRNA,MIR4432,MI0016772,hsa-mir-4432
ENSG00000216005,ENST00000401186,miRNA,MIR888,MI0005537,hsa-mir-888
ENSG00000215943,ENST00000401124,miRNA,MIR892A,MI0005528,hsa-mir-892a
ENSG00000211562,ENST00000390136,miRNA,AC103686.1,,
ENSG00000216098,ENST00000401279,miRNA,MIR892B,MI0005538,hsa-mir-892b
ENSG00000216064,ENST00000401245,miRNA,MIR891B,MI0005534,hsa-mir-891b
ENSG00000223200,ENST00000411268,miRNA,AC008836.1,,
ENSG00000216056,ENST00000401237,miRNA,MIR891A,MI0005524,hsa-mir-891a
ENSG00000264141,ENST00000583386,miRNA,MIR3928,MI0016438,hsa-mir-3928
ENSG00000221270,ENST00000408343,miRNA,AC130888.1,,
ENSG00000263559,ENST00000584719,miRNA,MIR4640,MI0017267,hsa-mir-4640
ENSG00000266139,ENST00000580915,miRNA,MIR4435-2,MI0016777,hsa-mir-4435-2
ENSG00000266139,ENST00000580915,miRNA,MIR4435-2,MI0016775,hsa-mir-4435-1
ENSG00000221037,ENST00000408110,miRNA,AC090099.1,,
ENSG00000207746,ENST00000385013,miRNA,MIR575,MI0003582,hsa-mir-575
ENSG00000216109,ENST00000401290,miRNA,AL713999.1,,
ENSG00000264603,ENST00000584572,miRNA,MIR3159,MI0014188,hsa-mir-3159
ENSG00000266372,ENST00000583832,miRNA,AC092849.1,,
ENSG00000221427,ENST00000408500,miRNA,AL121819.1,,
ENSG00000265384,ENST00000579195,miRNA,CU024913.1,,
ENSG00000207720,ENST00000384987,miRNA,MIR555,MI0003561,hsa-mir-555
ENSG00000264786,ENST00000582854,miRNA,CU041368.1,,
ENSG00000263832,ENST00000577550,miRNA,AC023237.1,,
ENSG00000266063,ENST00000577758,miRNA,MIR4771-2,MI0017413,hsa-mir-4771-2
ENSG00000266063,ENST00000577758,miRNA,MIR4771-2,MI0017412,hsa-mir-4771-1
ENSG00000221790,ENST00000408863,miRNA,AC011467.1,,
ENSG00000221717,ENST00000408790,miRNA,AL583860.1,,
ENSG00000263660,ENST00000585120,miRNA,AC087793.1,,
ENSG00000221355,ENST00000408428,miRNA,MIR1288,MI0006432,hsa-mir-1288
ENSG00000238320,ENST00000459161,miRNA,AC027612.2,,
ENSG00000211984,ENST00000390695,miRNA,AC079117.2,,
ENSG00000222596,ENST00000410664,miRNA,AL445523.1,,
ENSG00000263447,ENST00000585102,miRNA,AC079117.3,,
ENSG00000265940,ENST00000580894,miRNA,AC103974.1,,
ENSG00000265660,ENST00000583819,miRNA,MIR4664,MI0017294,hsa-mir-4664
ENSG00000252869,ENST00000517060,miRNA,AL159140.1,,
ENSG00000221766,ENST00000408839,miRNA,AC084872.1,,
ENSG00000221442,ENST00000408515,miRNA,MIR548F4,MI0006377,hsa-mir-548f-4
ENSG00000216090,ENST00000401271,miRNA,MIR937,MI0005759,hsa-mir-937
ENSG00000264200,ENST00000578405,miRNA,MIR4693,MI0017326,hsa-mir-4693
ENSG00000264144,ENST00000585226,miRNA,AC105049.1,,
ENSG00000207574,ENST00000384842,miRNA,MIR661,MI0003669,hsa-mir-661
ENSG00000265575,ENST00000579560,miRNA,MIR4784,MI0017429,hsa-mir-4784
ENSG00000222683,ENST00000410751,miRNA,AC093004.1,,
ENSG00000265175,ENST00000580332,miRNA,AC092685.1,,
ENSG00000238442,ENST00000459523,miRNA,CR383657.1,,
ENSG00000221625,ENST00000408698,miRNA,AC013283.1,,
ENSG00000264873,ENST00000580407,miRNA,MIR4646,MI0017273,hsa-mir-4646
ENSG00000223053,ENST00000411121,miRNA,AC022142.1,,
ENSG00000222611,ENST00000410679,miRNA,AL355388.1,,
ENSG00000221801,ENST00000408874,miRNA,MIR548H2,MI0006412,hsa-mir-548h-2
ENSG00000207933,ENST00000385198,miRNA,MIR9-1,MI0000466,hsa-mir-9-1
ENSG00000238774,ENST00000458885,miRNA,AC009121.1,,
ENSG00000264219,ENST00000583412,miRNA,MIR4442,MI0016785,hsa-mir-4442
ENSG00000266612,ENST00000582748,miRNA,hsa-mir-1236,MI0006326,hsa-mir-1236
ENSG00000207939,ENST00000385204,miRNA,MIR223,MI0000300,hsa-mir-223
ENSG00000221699,ENST00000408772,miRNA,AC024610.1,,
ENSG00000263629,ENST00000582927,miRNA,MIR5586,MI0019143,hsa-mir-5586
ENSG00000208035,ENST00000385300,miRNA,MIR143,MI0000459,hsa-mir-143
ENSG00000265616,ENST00000583871,miRNA,AC136932.2,,
ENSG00000263641,ENST00000583710,miRNA,MIR4777,MI0017421,hsa-mir-4777
ENSG00000207986,ENST00000385251,miRNA,AC136932.1,,
ENSG00000266163,ENST00000583357,miRNA,AC007216.1,,
ENSG00000266012,ENST00000580680,miRNA,MIR4764,MI0017405,hsa-mir-4764
ENSG00000263774,ENST00000584251,miRNA,AC017104.1,,
ENSG00000221365,ENST00000408438,miRNA,MIR1228,MI0006318,hsa-mir-1228
ENSG00000221185,ENST00000408258,miRNA,AC103816.1,,
ENSG00000265341,ENST00000578212,miRNA,AC092332.1,,
ENSG00000221135,ENST00000408208,miRNA,AC021078.1,,
ENSG00000221541,ENST00000408614,miRNA,AC079753.1,,
ENSG00000199047,ENST00000362177,miRNA,MIR378A,MI0000786,hsa-mir-378a
ENSG00000266421,ENST00000580577,miRNA,MIR4451,MI0016797,hsa-mir-4451
ENSG00000264733,ENST00000580978,miRNA,MIR4718,MI0017353,hsa-mir-4718
ENSG00000263385,ENST00000577400,miRNA,AC092798.1,,
ENSG00000221374,ENST00000408447,miRNA,AC007242.1,,
ENSG00000265774,ENST00000584475,miRNA,AC098870.1,,
ENSG00000221489,ENST00000408562,miRNA,AC007358.1,,
ENSG00000263984,ENST00000580895,miRNA,AC092380.1,,
ENSG00000263383,ENST00000578120,miRNA,AC005549.1,,
ENSG00000263371,ENST00000583628,miRNA,AP000673.1,,
ENSG00000221478,ENST00000408551,miRNA,AC092329.1,,
ENSG00000265210,ENST00000578325,miRNA,MIR4486,MI0016847,hsa-mir-4486
ENSG00000222246,ENST00000410314,miRNA,MIR1471,MI0007076,hsa-mir-1471
ENSG00000264309,ENST00000578534,miRNA,MIR4694,MI0017327,hsa-mir-4694
ENSG00000207626,ENST00000384894,miRNA,MIR562,MI0003568,hsa-mir-562
ENSG00000273048,ENST00000581455,miRNA,MIR4720,MI0017355,hsa-mir-4720
ENSG00000221137,ENST00000408210,miRNA,AC013751.1,,
ENSG00000208028,ENST00000385293,miRNA,MIR616,MI0003629,hsa-mir-616
ENSG00000262403,ENST00000572520,miRNA,AL713999.2,,
ENSG00000264918,ENST00000578165,miRNA,AC005229.1,,
ENSG00000252270,ENST00000516461,miRNA,AC034205.1,,
ENSG00000266515,ENST00000583004,miRNA,MIR4452,MI0016798,hsa-mir-4452
ENSG00000264425,ENST00000585107,miRNA,MIR4653,MI0017281,hsa-mir-4653
ENSG00000266061,ENST00000585165,miRNA,AL355531.1,,
ENSG00000266620,ENST00000580185,miRNA,MIR5001,MI0017867,hsa-mir-5001
ENSG00000221273,ENST00000408346,miRNA,MIR1237,MI0006327,hsa-mir-1237
ENSG00000263981,ENST00000579870,miRNA,MIR5705,MI0019313,hsa-mir-5705
ENSG00000207648,ENST00000384915,miRNA,MIR192,MI0000234,hsa-mir-192
ENSG00000207639,ENST00000384907,miRNA,MIR193B,MI0003137,hsa-mir-193b
ENSG00000199130,ENST00000362260,miRNA,MIR365A,MI0000767,hsa-mir-365a
ENSG00000264478,ENST00000585314,miRNA,AC100767.1,,
ENSG00000263636,ENST00000577313,miRNA,AC138304.1,,
ENSG00000264502,ENST00000583568,miRNA,AC024590.1,,
ENSG00000265526,ENST00000580964,miRNA,MIR4304,MI0015832,hsa-mir-4304
ENSG00000264542,ENST00000578526,miRNA,AP001282.1,,
ENSG00000266436,ENST00000583520,miRNA,MIR4264,MI0015877,hsa-mir-4264
ENSG00000263566,ENST00000577381,miRNA,AC096753.1,,
ENSG00000266465,ENST00000582738,miRNA,AC025165.1,,
ENSG00000221179,ENST00000408252,miRNA,AC016670.1,,
ENSG00000207789,ENST00000385054,miRNA,MIR26A2,MI0000750,hsa-mir-26a-2
ENSG00000221395,ENST00000408468,miRNA,AC099506.1,,
ENSG00000221607,ENST00000408680,miRNA,AP005718.1,,
ENSG00000266041,ENST00000578459,miRNA,MIR4690,MI0017323,hsa-mir-4690
ENSG00000265874,ENST00000578869,miRNA,MIR4489,MI0016850,hsa-mir-4489
ENSG00000222299,ENST00000410367,miRNA,AC009142.1,,
ENSG00000263785,ENST00000580839,miRNA,MIR3182,MI0014224,hsa-mir-3182
ENSG00000216055,ENST00000401236,miRNA,AC097372.1,,
ENSG00000264604,ENST00000579664,miRNA,AL158069.1,,
ENSG00000264323,ENST00000584185,miRNA,AC093887.1,,
ENSG00000211991,ENST00000390702,miRNA,MIR676,MI0016436,hsa-mir-676
ENSG00000221369,ENST00000408442,miRNA,MIR548G,MI0006395,hsa-mir-548g
ENSG00000221055,ENST00000408128,miRNA,MIR1302-3,MI0006364,hsa-mir-1302-3
ENSG00000264274,ENST00000578951,miRNA,MIR4799,MI0017446,hsa-mir-4799
ENSG00000252997,ENST00000517188,miRNA,AC068533.1,,
ENSG00000238315,ENST00000459564,miRNA,AL360154.2,,
ENSG00000264721,ENST00000578410,miRNA,AC104592.1,,
ENSG00000264987,ENST00000579382,miRNA,AC110280.1,,
ENSG00000265501,ENST00000583716,miRNA,AC005549.2,,
ENSG00000264142,ENST00000578712,miRNA,AC114969.1,,
ENSG00000207584,ENST00000384852,miRNA,MIR196B,MI0001150,hsa-mir-196b
ENSG00000221438,ENST00000408511,miRNA,AC114877.1,,
ENSG00000221079,ENST00000408152,miRNA,AC083829.1,,
ENSG00000221235,ENST00000408308,miRNA,AC110813.1,,
ENSG00000216133,ENST00000401314,miRNA,MIR939,MI0005761,hsa-mir-939
ENSG00000221802,ENST00000408875,miRNA,MIR1234,MI0006324,hsa-mir-1234
ENSG00000263795,ENST00000579544,miRNA,MIR5100,MI0019116,hsa-mir-5100
ENSG00000263918,ENST00000584160,miRNA,MIR3670-1,MI0019112,hsa-mir-3670-2
ENSG00000263918,ENST00000584160,miRNA,MIR3670-1,MI0016071,hsa-mir-3670-1
ENSG00000265537,ENST00000580374,miRNA,hsa-mir-3180-3,MI0014217,hsa-mir-3180-3
ENSG00000265537,ENST00000580374,miRNA,hsa-mir-3180-3,MI0014215,hsa-mir-3180-2
ENSG00000265537,ENST00000580374,miRNA,hsa-mir-3180-3,MI0014214,hsa-mir-3180-1
ENSG00000265837,ENST00000580516,miRNA,AC015820.1,,
ENSG00000221657,ENST00000408730,miRNA,AC097455.1,,
ENSG00000265295,ENST00000577818,miRNA,AC084125.3,,
ENSG00000264642,ENST00000580604,miRNA,AC005088.1,,
ENSG00000264675,ENST00000581001,miRNA,MIR4285,MI0015891,hsa-mir-4285
ENSG00000207550,ENST00000384819,miRNA,MIR99B,MI0000746,hsa-mir-99b
ENSG00000198972,ENST00000362102,miRNA,MIRLET7E,MI0000066,hsa-let-7e
ENSG00000208008,ENST00000385273,miRNA,MIR125A,MI0000469,hsa-mir-125a
ENSG00000266244,ENST00000579090,miRNA,AC079340.1,,
ENSG00000266423,ENST00000581592,miRNA,MIR3163,MI0014193,hsa-mir-3163
ENSG00000264678,ENST00000583685,miRNA,MIR3140,MI0014163,hsa-mir-3140
ENSG00000265157,ENST00000579342,miRNA,AF070718.1,,
ENSG00000211515,ENST00000390181,miRNA,AC079005.1,,
ENSG00000221510,ENST00000408583,miRNA,MIR548O,MI0006402,hsa-mir-548o
ENSG00000238728,ENST00000459337,miRNA,MIR1972-1,MI0015977,hsa-mir-1972-2
ENSG00000238728,ENST00000459337,miRNA,MIR1972-1,MI0009982,hsa-mir-1972-1
ENSG00000221394,ENST00000408467,miRNA,MIR1229,MI0006319,hsa-mir-1229
ENSG00000263689,ENST00000581245,miRNA,AC128653.1,,
ENSG00000198995,ENST00000362125,miRNA,MIR340,MI0000802,hsa-mir-340
ENSG00000266780,ENST00000584390,miRNA,MIR4444-1,MI0019111,hsa-mir-4444-2
ENSG00000266780,ENST00000584390,miRNA,MIR4444-1,MI0016787,hsa-mir-4444-1
ENSG00000263782,ENST00000581859,miRNA,AC117481.1,,
ENSG00000266685,ENST00000579789,miRNA,AC139453.1,,
ENSG00000263640,ENST00000578937,miRNA,AF235103.1,,
ENSG00000216002,ENST00000401183,miRNA,AC092576.1,,
ENSG00000221704,ENST00000408777,miRNA,AC012305.1,,
ENSG00000263759,ENST00000583726,miRNA,AC122714.1,,
ENSG00000207874,ENST00000385139,miRNA,MIR610,MI0003623,hsa-mir-610
ENSG00000264032,ENST00000581087,miRNA,MIR4491,MI0016853,hsa-mir-4491
ENSG00000207811,ENST00000385076,miRNA,MIR34B,MI0000742,hsa-mir-34b
ENSG00000207562,ENST00000384831,miRNA,MIR34C,MI0000743,hsa-mir-34c
ENSG00000266715,ENST00000582533,miRNA,MIR5090,MI0017979,hsa-mir-5090
ENSG00000264471,ENST00000578629,miRNA,MIR4467,MI0016818,hsa-mir-4467
ENSG00000271745,ENST00000607525,miRNA,AC093668.3,,
ENSG00000221288,ENST00000408361,miRNA,MIR663B,MI0006336,hsa-mir-663b
ENSG00000222481,ENST00000410549,miRNA,AC012150.1,,
ENSG00000264479,ENST00000583256,miRNA,AC023824.1,,
ENSG00000215954,ENST00000401135,miRNA,AP002884.1,,
ENSG00000212073,ENST00000390784,miRNA,AC121332.1,,
ENSG00000265235,ENST00000579778,miRNA,AC083908.1,,
ENSG00000221142,ENST00000408215,miRNA,AC104405.1,,
ENSG00000221532,ENST00000408605,miRNA,AC007353.1,,
ENSG00000251710,ENST00000515901,miRNA,AC010295.1,,
ENSG00000252375,ENST00000516566,miRNA,AC099339.1,,
ENSG00000221070,ENST00000408143,miRNA,AC008625.1,,
ENSG00000221430,ENST00000408503,miRNA,MIR1294,MI0006356,hsa-mir-1294
ENSG00000263596,ENST00000578990,miRNA,AC013477.1,,
ENSG00000264760,ENST00000585290,miRNA,MIR3141,MI0014165,hsa-mir-3141
ENSG00000221552,ENST00000408625,miRNA,MIR1303,MI0006370,hsa-mir-1303
ENSG00000208002,ENST00000385267,miRNA,MIR643,MI0003658,hsa-mir-643
ENSG00000252181,ENST00000516372,miRNA,AC020703.1,,
ENSG00000264137,ENST00000584770,miRNA,AC079298.1,,
ENSG00000263361,ENST00000579966,miRNA,MIR378H,MI0016808,hsa-mir-378h
ENSG00000221131,ENST00000408204,miRNA,AC008410.1,,
ENSG00000211499,ENST00000390165,miRNA,AC110056.1,,
ENSG00000263813,ENST00000581102,miRNA,MIR3679,MI0016080,hsa-mir-3679
ENSG00000264732,ENST00000581158,miRNA,MIR4638,MI0017265,hsa-mir-4638
ENSG00000264839,ENST00000579607,miRNA,AC113407.1,,
ENSG00000266655,ENST00000579798,miRNA,MIR3908,MI0016412,hsa-mir-3908
ENSG00000264115,ENST00000582223,miRNA,hsa-mir-3180-4,MI0016408,hsa-mir-3180-4
ENSG00000221573,ENST00000408646,miRNA,AC099535.1,,
ENSG00000266676,ENST00000579857,miRNA,MIR4297,MI0015824,hsa-mir-4297
ENSG00000264803,ENST00000578683,miRNA,MIR378C,MI0015825,hsa-mir-378c
ENSG00000266057,ENST00000579579,miRNA,AL607076.1,,
ENSG00000265977,ENST00000579404,miRNA,AL450307.2,,
ENSG00000265597,ENST00000579622,miRNA,AL590764.1,,
ENSG00000251968,ENST00000516159,miRNA,AL133376.1,,
ENSG00000221629,ENST00000408702,miRNA,AL162614.1,,
ENSG00000263783,ENST00000577826,miRNA,MIR5590,MI0019150,hsa-mir-5590
ENSG00000266724,ENST00000580442,miRNA,AC108721.2,,
ENSG00000265430,ENST00000578302,miRNA,AC108721.1,,
ENSG00000207654,ENST00000384921,miRNA,MIR128-1,MI0000447,hsa-mir-128-1
ENSG00000264437,ENST00000578779,miRNA,AC091517.1,,
ENSG00000221338,ENST00000408411,miRNA,AC108456.1,,
ENSG00000221263,ENST00000408336,miRNA,MIR548P,MI0006420,hsa-mir-548p
ENSG00000264855,ENST00000577652,miRNA,AL590763.1,,
ENSG00000211566,ENST00000390140,miRNA,AC114788.1,,
ENSG00000266109,ENST00000583986,miRNA,MIR4440,MI0016783,hsa-mir-4440
ENSG00000221302,ENST00000408375,miRNA,AC018628.1,,
ENSG00000265332,ENST00000577291,miRNA,AC017028.6,,
ENSG00000266360,ENST00000579161,miRNA,AC017028.10,,
ENSG00000263743,ENST00000578555,miRNA,AC017028.2,,
ENSG00000264103,ENST00000584260,miRNA,AC017028.3,,
ENSG00000264518,ENST00000577359,miRNA,AC017028.4,,
ENSG00000265979,ENST00000581111,miRNA,AC017028.9,,
ENSG00000264730,ENST00000582834,miRNA,AC017028.5,,
ENSG00000265891,ENST00000582701,miRNA,AC017028.8,,
ENSG00000264810,ENST00000582623,miRNA,MIR4441,MI0016784,hsa-mir-4441
ENSG00000265416,ENST00000579869,miRNA,AC017028.7,,
ENSG00000265215,ENST00000578705,miRNA,MIR4269,MI0015875,hsa-mir-4269
ENSG00000264292,ENST00000584559,miRNA,MIR2467,MI0017432,hsa-mir-2467
ENSG00000264279,ENST00000583954,miRNA,MIR4786,MI0017433,hsa-mir-4786
ENSG00000221412,ENST00000408485,miRNA,AC124861.2,,
ENSG00000207611,ENST00000384879,miRNA,MIR149,MI0000478,hsa-mir-149
ENSG00000216125,ENST00000401306,miRNA,AC109496.1,,
ENSG00000265140,ENST00000577203,miRNA,MIR4301,MI0015828,hsa-mir-4301
ENSG00000222066,ENST00000410134,miRNA,AL163760.1,,
ENSG00000223052,ENST00000411120,miRNA,AC007096.1,,
ENSG00000265345,ENST00000583467,miRNA,MIR5188,MI0018167,hsa-mir-5188
ENSG00000221112,ENST00000408185,miRNA,AP000908.1,,
ENSG00000221579,ENST00000408652,miRNA,AC093162.1,,
ENSG00000221189,ENST00000408262,miRNA,AC108211.1,,
ENSG00000265859,ENST00000584029,miRNA,MIR5704,MI0019312,hsa-mir-5704
ENSG00000238392,ENST00000459585,miRNA,AC093668.1,,
ENSG00000238997,ENST00000411396,miRNA,AC105052.1,,
ENSG00000263738,ENST00000578227,miRNA,AC079233.1,,
ENSG00000215953,ENST00000401134,miRNA,AC026700.1,,
ENSG00000265704,ENST00000579163,miRNA,AC010595.1,,
ENSG00000264182,ENST00000578891,miRNA,AC126763.1,,
ENSG00000272213,ENST00000606601,miRNA,MIR484,MI0002468,hsa-mir-484
ENSG00000221580,ENST00000408653,miRNA,AC116553.1,,
ENSG00000221618,ENST00000408691,miRNA,AC093817.1,,
ENSG00000223134,ENST00000411202,miRNA,AL122015.1,,
ENSG00000216173,ENST00000401354,miRNA,AL132819.1,,
ENSG00000265395,ENST00000581277,miRNA,MIR3944,MI0016601,hsa-mir-3944
ENSG00000265154,ENST00000584249,miRNA,MIR151B,MI0003772,hsa-mir-151b
ENSG00000199082,ENST00000362212,miRNA,MIR342,MI0000805,hsa-mir-342
ENSG00000264722,ENST00000582974,miRNA,MIR3670-2,MI0019112,hsa-mir-3670-2
ENSG00000264722,ENST00000582974,miRNA,MIR3670-2,MI0016071,hsa-mir-3670-1
ENSG00000221684,ENST00000408757,miRNA,BX276092.1,,
ENSG00000266621,ENST00000578965,miRNA,AC104841.1,,
ENSG00000265373,ENST00000581748,miRNA,hsa-mir-3180-3,MI0014217,hsa-mir-3180-3
ENSG00000265373,ENST00000581748,miRNA,hsa-mir-3180-3,MI0014215,hsa-mir-3180-2
ENSG00000265373,ENST00000581748,miRNA,hsa-mir-3180-3,MI0014214,hsa-mir-3180-1
ENSG00000263752,ENST00000583157,miRNA,MIR3133,MI0014153,hsa-mir-3133
ENSG00000238957,ENST00000459472,miRNA,AL512640.1,,
ENSG00000265249,ENST00000584136,miRNA,AC025280.1,,
ENSG00000265990,ENST00000584578,miRNA,AL356154.1,,
ENSG00000221378,ENST00000408451,miRNA,AL096864.1,,
ENSG00000198984,ENST00000362114,miRNA,MIR345,MI0000825,hsa-mir-345
ENSG00000266307,ENST00000583199,miRNA,MIR5093,MI0017982,hsa-mir-5093
ENSG00000264203,ENST00000582003,miRNA,AC092377.1,,
ENSG00000221602,ENST00000408675,miRNA,AC133041.1,,
ENSG00000264045,ENST00000579931,miRNA,AC073127.1,,
ENSG00000222190,ENST00000410258,miRNA,MIR1910,MI0008331,hsa-mir-1910
ENSG00000221795,ENST00000408868,miRNA,MIR1324,MI0006657,hsa-mir-1324
ENSG00000223148,ENST00000411216,miRNA,AC011478.1,,
ENSG00000215933,ENST00000401114,miRNA,BX119917.1,,
ENSG00000264667,ENST00000579311,miRNA,AL137224.1,,
ENSG00000271995,ENST00000606875,miRNA,AC034154.1,,
ENSG00000266396,ENST00000582824,miRNA,MIR4273,MI0015881,hsa-mir-4273
ENSG00000251862,ENST00000516053,miRNA,MIR1343,MI0017320,hsa-mir-1343
ENSG00000265268,ENST00000580418,miRNA,AL356140.1,,
ENSG00000263519,ENST00000583404,miRNA,AL157871.1,,
ENSG00000238449,ENST00000459306,miRNA,AC019131.1,,
